description,location,latitude,longitude,reference_code,violation_type,recording_date,source,keywords,youtube_id,landmarks,weather_in_media,languages,clothes_and_uniforms,sex,weapons_used,edited,file_size,device_used_to_record,media_content_type,chain_of_custody_notes,finding_aids,international_instrument,urls_and_news,related_incidents,page_title,video_url
Civil defense members remove the remnants of 11 Surface-to-surface missiles which targeted a refugee camp in Kafr Karmin town - Aleppo countryside, ALEPPO : Kafar Karmin, , , AL_fbe8f,"
            Specifically protected persons and objects"," Dec. 8, 2016, 10:35 a.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=czU5iZ-FYJc, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",fbe8f2c139847824c867e3444a34bbbbf7e85713b9a98e09729ab70d,https://media.syrianarchive.org/files/spoon/sV_20161208_czU5iZ-FYJc.mp4
Airstrikes that targeted Aleppo countryside, ALEPPO : Al atarib, , , AL_233dd,"
            Unlawful attacks"," Dec. 6, 2016, 3:51 p.m.", الدفاع المدني السوري - حلب, ,https://www.youtube.com/watch?v=vkyMLRgAMW0, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",233ddd3a2e741a01f66737dffd5d0790337585b47990d0488d4467c4,https://media.syrianarchive.org/files/spoon/sV_20161206_vkyMLRgAMW0.mp4
the destruction in a local market after targeting it with rockets in Al-Atarib town - Aleppo, ALEPPO : Al atarib, , , AL_18cd3,"
            Unlawful attacks"," Dec. 6, 2016, 2:11 p.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=QjLnRAh_sP0, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",18cd317d8df97adf0b7e687809a1f5110b3c47ccedd1bb04d388260e,https://media.syrianarchive.org/files/spoon/sV_20161206_QjLnRAh_sP0.mp4
The destruction in a school after targeting it by thermobaric weapons in Kafr Nouran town - Aleppo, ALEPPO : Kafar Nouran, , , AL_73649,"
            Specifically protected persons and objects"," Dec. 6, 2016, 8:55 a.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=AGX-bwh7kq4, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",7364909c906d06307f34fddafce7e4e8a4ad4b4f8180a2ce9923d99a,https://media.syrianarchive.org/files/spoon/sV_20161206_AGX-bwh7kq4.mp4
Civil defense members remove the remnants of destruction after bombing in Aleppo countryside, ALEPPO : Othmanyeh, , , AL_6ce8b,"
            Unlawful attacks"," Dec. 5, 2016, 1:25 p.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=WoCVplcoIwY, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",6ce8bc6f255eeb2d3428e1538e3eed67ba44d97a827e8d8848abfdf8,https://media.syrianarchive.org/files/spoon/sV_20161205_WoCVplcoIwY.mp4
The destruction in Abin town after targeting from alleged Russian airstrikes Aleppo countryside, ALEPPO : Abbin Samaan, , , RU_e6a8a,"
            Unlawful attacks"," Dec. 5, 2016, 5:21 a.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=3ezWvlORZYc, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",e6a8a616978dbfe70a0746f9f35eb796b526c954d36c6873a5ccc9fd,https://media.syrianarchive.org/files/spoon/sV_20161204_3ezWvlORZYc.mp4
a child testifies about the heavy bombing on his town by thermobaric weapons - Aleppo, ALEPPO, , , AL_806dd,"
            Unlawful attacks"," Dec. 5, 2016, 5:20 a.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=NiaesFzBQes, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",806dd8d92ac44fa7017de5e6ddf58bcd85b90c340ff5380f80be9e20,https://media.syrianarchive.org/files/spoon/sV_20161204_NiaesFzBQes.mp4
Civilians suffering in Kafr Kalbien town because of bombing from PYD  - Aleppo, ALEPPO : Kafar Kalbin, , , AL_57105,"
            Unlawful attacks"," Dec. 3, 2016, 3:21 p.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=e-swj5InQk4, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",57105ebbc497db5be20ed3e5828b3889c274b13e0c969316e0049649,https://media.syrianarchive.org/files/spoon/sV_20161203_e-swj5InQk4.mp4
heavy shelling on Aleppo neighborhoods by the warplanes , ALEPPO, , , AL_1933d,"
            Unlawful attacks"," Dec. 1, 2016, 2:33 p.m.", Biroya Media Foundation, ,https://www.youtube.com/watch?v=akRK3hbua-c, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",1933d8e81010a7957ace95286f1a939cde5ba0c9148710a80c799f85,https://media.syrianarchive.org/files/spoon/sV_20161201_akRK3hbua-c.mp4
Casualties of families that were trying to escape Syrian government attacks in Jeb Al Kebbeh district in Aleppo, ALEPPO : Jib Al-Qubeh, , , AL_59395,"
            Unlawful attacks"," Nov. 30, 2016, 11:54 a.m.", مركز حلب الإعلامي AMC, ,https://www.youtube.com/watch?v=ysv3Q8_nQ8Y, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",59395fda4c284a02297a6481bd44d501c840fc68620357c72f987c25,https://media.syrianarchive.org/files/spoon/sV_20161130_ysv3Q8_nQ8Y.mp4
Casualties of families that were trying to escape Syrian government attacks in Jib Al Kebbeh district in Aleppo, ALEPPO : Jib Al-Qubeh, , , AL_b75a0,"
            Unlawful attacks"," Nov. 30, 2016, 10:33 a.m.", الدفاع المدني السوري - حلب, ,https://www.youtube.com/watch?v=1gkePdF-3T0, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",b75a07b58be43b18018ec4f35a7d15d935d608af3c0db746c5e55826,https://media.syrianarchive.org/files/spoon/sV_20161130_1gkePdF-3T0.mp4
The civil defense team rescuing civilians in Jib Al Kebbeh district, ALEPPO : Jib Al-Qubeh, , , AL_2c05a,"
            Unlawful attacks"," Nov. 29, 2016, 2:45 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=LcFVNxF9AF4, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",2c05af3269d319b71fec0ad069a2266ea1fb83ca663b422733901546,https://media.syrianarchive.org/files/spoon/sV_20161129_LcFVNxF9AF4.mp4
Casualties as a result of airstrikes in Jib Al Kebbeh district, ALEPPO : Jib Al-Qubeh, , , AL_6e689,"
            Unlawful attacks"," Nov. 29, 2016, 2:25 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=tNR233R0dKs, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",6e689b31db2134f7b5f6b0e113042b88c03926781ad32361e00e1194,https://media.syrianarchive.org/files/spoon/sV_20161129_tNR233R0dKs.mp4
Rescuing civilians in Jib Al Kebbeh district in Aleppo, ALEPPO : Jib Al-Qubeh, , , AL_1b92c,"
            Unlawful attacks"," Nov. 29, 2016, 2:15 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=EKkuRqBfhwQ, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",1b92ca563137b21148cc04dd7ce97887e7e0f6be21b0fcbc7f163da7,https://media.syrianarchive.org/files/spoon/sV_20161129_EKkuRqBfhwQ.mp4
The first moment of attacks against displaced families in Jib Al Kebbeh district in Aleppo, ALEPPO : Jib Al-Qubeh, , , AL_614aa,"
            Unlawful attacks"," Nov. 29, 2016, 11:50 a.m.", شبكة حلب نيوز - Halab News Network, ,https://www.youtube.com/watch?v=JdP51JNMCcc, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",614aaeb2af9dd56ffdf832da49062424f0e65f4987616d62bfcd943a,https://media.syrianarchive.org/files/spoon/sV_20161129_JdP51JNMCcc.mp4
Civilian house being destroyed, ALEPPO : Jib Al-Qubeh, , , AL_1d721,"
            Unlawful attacks"," Nov. 29, 2016, 8:36 a.m.", Step News Agency, ,https://www.youtube.com/watch?v=PnyggdyX4HA, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",1d72164fb99490e47aba282aa70bf1f4ff2de9e893e7f4cb07b82cca,https://media.syrianarchive.org/files/spoon/sV_20161129_PnyggdyX4HA.mp4
Destruction in Kafar Hamra police station as a result of airstrikes, ALEPPO : Kafr hamrah, , , AL_cc2eb,"
            Unlawful attacks"," Nov. 28, 2016, 11:35 p.m.", شرطة حلب الحرة, ,https://www.youtube.com/watch?v=FlusOxnwqPU, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",cc2ebe56c5e291151671d3cfb1829073039730ec430bec7cb80ba672,https://media.syrianarchive.org/files/spoon/sV_20161128_FlusOxnwqPU.mp4
Two children casualties as a result of airstrikes, ALEPPO : Maysser, , , AL_6e8f3,"
            Violation of children's rights"," Nov. 28, 2016, 6:30 p.m.", الدفاع المدني السوري - حلب, ,https://www.youtube.com/watch?v=BRMxwiIljBI, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",6e8f397febcdfb4db87c3b50688300fdf69fa9327ab7bd69a0fe7be3,https://media.syrianarchive.org/files/spoon/sV_20161128_BRMxwiIljBI.mp4
Industrial area being targeted by airstrikes, ALEPPO : Mansoura, , , AL_d1183,"
            Unlawful attacks"," Nov. 28, 2016, 4:01 p.m.", ShaamNetwork S.N.N, ,https://www.youtube.com/watch?v=tYi4KQIApRk, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",d1183816211f0ebcad3ed2c05c419074c9b7e02b32998c47aa40ef68,https://media.syrianarchive.org/files/spoon/sV_20161128_tYi4KQIApRk.mp4
Claimed Russian airstrikes that targeted Aleppo countryside, ALEPPO : Tal msebeen, , , AL_7998f,"
            Unlawful attacks"," Nov. 28, 2016, 2 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=vVxB-HGGVmE, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",7998f96fb2ba6156b5f4748ce04bc662b30ac02f1a1042e0c381b26e,https://media.syrianarchive.org/files/spoon/sV_20161128_vVxB-HGGVmE.mp4
The moment of claimed Russian airstrike that targeted Aleppo countryside, ALEPPO : Tal msebeen, , , AL_83d0c,"
            Alleged civilian casualties from Russian attacks"," Nov. 28, 2016, 1:58 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=Fpk3Jxrj3uE, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",83d0c9cfe36dd3114d6e5b4a8403f2f96228a9384560b9c5aae1ca47,https://media.syrianarchive.org/files/spoon/sV_20161128_Fpk3Jxrj3uE.mp4
Cluster bomb attacks that targeted Kafar Karmeen, ALEPPO : Kafar Karmin, , , CL_53713,"
            Use of illegal weapons"," Nov. 28, 2016, 1:15 p.m.", Step News Agency, ,https://www.youtube.com/watch?v=44HhSm15qG4, , , None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",53713a49ee227a6b5b071cd164d54633ca21862c62c5c86be5e4ce2e,https://media.syrianarchive.org/files/spoon/sV_20161128_44HhSm15qG4.mp4
Destruction in Saif Al-Dawleh as a result of airstrikes, ALEPPO : Seif al-Dawleh, , , AL_ef980,"
            Unlawful attacks"," Nov. 28, 2016, 12:12 p.m.", baladi- news, ,https://www.youtube.com/watch?v=XOVbvNxTB78, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",ef9801075e304c1af749d396e445159f1cafe5a5add3f9216cbb565e,https://media.syrianarchive.org/files/spoon/sV_20161128_XOVbvNxTB78.mp4
Airstrikes that targeted Hayyan, ALEPPO : Hayyan, , , AL_95948,"
            Unlawful attacks"," Nov. 28, 2016, 10:26 a.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=TFzlYUGA4gE, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",9594801ffc22ac9af563fb2105879ac7ebc6b4c3c4af175712fd0239,https://media.syrianarchive.org/files/spoon/sV_20161128_TFzlYUGA4gE.mp4
Destruction in Bustan Al Qaser as a result airstrikes, ALEPPO : Bustan al-Qasr, , , AL_8bce6,"
            Unlawful attacks"," Nov. 27, 2016, 6:15 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=JvYaL-uogdk, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",8bce60381d9e4966af7c43b5c383d28a2d2badc1994e74b8511819a9,https://media.syrianarchive.org/files/spoon/sV_20161127_JvYaL-uogdk.mp4
First moments of attacks in Al-Mashhad district, ALEPPO : Mashhad, , , AL_47d1e,"
            Unlawful attacks"," Nov. 27, 2016, 5:49 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=VAMJPcolzPQ, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",47d1e72f14831d792f32e1f1f1c4bbb0fb3a6214b651726fa7015247,https://media.syrianarchive.org/files/spoon/sV_20161127_VAMJPcolzPQ.mp4
Claimed Russian airstrike that targeted the building of revolutionary union in Aleppo, ALEPPO, , , RU_d6148,"
            Unlawful attacks"," Nov. 27, 2016, 5:48 p.m.", Qasioun News Agency, ,https://www.youtube.com/watch?v=AdLz8FXYlgs, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",d614888670b885e217405ed20c2ab2fc127afa45f9480d7ea8050dea,https://media.syrianarchive.org/files/spoon/sV_20161127_AdLz8FXYlgs.mp4
Civilian casualties as a result of airstrikes in Anjara, ALEPPO : Anjara, , , AL_15125,"
            Unlawful attacks"," Nov. 27, 2016, 5:21 p.m.", معاذ الشامي, ,https://www.youtube.com/watch?v=5asTDAMpfRI, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",15125e5fb37c6a13885f5c850c8a9926254a9f14866f67287c9c66c9,https://media.syrianarchive.org/files/spoon/sV_20161127_5asTDAMpfRI.mp4
Casualties and injured as a result of a car bomb in Ra'i, ALEPPO : Ra'ai, , , AL_a65d4,"
            Unlawful attacks"," Nov. 27, 2016, 5:08 p.m.", SMART News Agency - وكالة سمارت للأنباء, ,https://www.youtube.com/watch?v=ABk1qzpBKgc, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",a65d4ca0686ed4b6730a82ef45ca781e000f5a9fef4e8cb8441263cf,https://media.syrianarchive.org/files/spoon/sV_20161127_ABk1qzpBKgc.mp4
Casualties as a result of claimed Russian airstrikes, ALEPPO : Anjara, , , RU_ef55e,"
            Alleged civilian casualties from Russian attacks"," Nov. 27, 2016, 4:30 p.m.", SMART News Agency - وكالة سمارت للأنباء, ,https://www.youtube.com/watch?v=SycaFy_Ai0Y, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",ef55e2ab6c54437732705e7e48022a0b123156b91758aab38cd7a93a,https://media.syrianarchive.org/files/spoon/sV_20161127_SycaFy_Ai0Y.mp4
17 casualties and many injured as a result airstrikes, ALEPPO : Anjara, , , AL_b1165,"
            Unlawful attacks"," Nov. 27, 2016, 4:30 p.m.", الحركة الشعبية السورية, ,https://www.youtube.com/watch?v=YJ8SMShDCDA, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",b1165356a3787608d46cad636372ee92d4e612ec4bf570a502d73e7b,https://media.syrianarchive.org/files/spoon/sV_20161127_YJ8SMShDCDA.mp4
